key,nickname
6758,Otternauts
6762,Oscats
6763,FUSION
6764,Flash Drives
6768,Denison Robo-Jackets
6800,Valor
6802,Mean Caimans
6805,Cyber Jays
6806,Mineola Wild Reds
6808,William Tennent Robotics
6809,Aviators
6814,Ellipse
6817,10 Factorial
6821,Rogue Techs
6822,THE SHISHKABOTS
6823,USM Robotics - Wildcats
6824,LVA Robot Pigeons
6825,THE STRONGHORNS (FRC6825)
6829,Ignite Robotics
6831,A-05 Annex
6832,STEAMex
6833,Phoenix Robotics
6834,Bionic Warriors
6838,X-SHARC
6843,Guardian Gears
6844,Provotypes
6845,River Bots
6854,Viking Robotics
6859,BML Robotics
6860,Equitum Robotics
6861,The Tyros Team
6863,Squirrels
6864,Gryphtech Robotics
6865,Manitoulin Metal 6865
6866,Markham Space Invaders
6868,Cadet Robotics
6869,Gladiateurs
6872,Panthera Ferro
6873,The Generals
6874,IMPERIUM
6875,Amazon Warriors  -  Build A Dream Robotics
6877,Mechanical Mustangs
6880,Universal Serial Brawlers (USB)
6882,Fahrenheit Robotics
6884,Deep-Space Robotics
6885,The Pilots
6887,Dalton Catabots
6888,Foothills Robotics 6888
6894,Iced Java
6895,Mechanical Madness 4-H
6896,CABOTS - Fresnillo PLC
6897,Astraea Robotics
6901,Knights Robotics
6902,STRIKE
6904,TeraWatts
6905,Raiders of the ARC- TEAR-A-BYTE
6907,The G.O.A.T
6908,Infuzed
6909,SAKURA Tempesta
6910,Mill Creek Steel Talons
6911,SO BOTZ
6914,Retro5ive
6916,Iron Thunder
6918,Napa Cellar Rats
6919,The Commodores
6920,Force Fusion
6921,Technados
6922,Apache Genesis
6925,W.A.Robotics
6929,Cuivre & Or
6932,SMART
6933,Archytas
6934,Scorps
6936,Innovation Vault 6936
6940,Violet Z
6941,IronPulse Robotics
6943,Blue Bears
6944,Wolverines
6945,Children of the Corn
6947,Savage Tumaz
6948,EAGLES
6956,SHAM-ROCK-BOTICS ‚òò
6961,SIbots
6962,RobotX
6963,Blood Sweat and Gears
6964,BearBots
6968,Team Pi
6969,Cyborgs6969
6974,Zia Robotics
6975,Neil McNeil Maroonotics
6977,Cyber Squad
6978,QuickStrike Niagara
6981,Clockwork Concord
6985,ENKA TECH.
6987,Falcon Automation
6988,ACI 35
6989,KAISER
6992,FrancoBots
6995,NOMAD
6996,Koalafied
6998,NNKIEH
7004,Ossining Owls
7018,EOLOTICS - Pe√±oles
7019,Rubber Ducks
7021,TC Robotics
7022,ACE Robotics
7028,Binary Battalion
7030,The ROBOlympians
7031,Duanesburg Jr./Sr. High School
7033,Roosters
7034,2B Determined
7035,MEF Thunders
7036,The RoarBots
7037,Jeunes D'Argent - FresnilloPLC
7038,Totino-Grace Pizza Pi's
7039,‚ùå‚≠ï
7040,POTROBOTS
7041,Doomsday Dogs
7042,Poly Rabbotics
7045,MCCrusaders
7048,Red River Rage
7054,SC Sailors
7056,The F.A.S.T. Team - Fowlerville Area Scientific Technicians
7058,StrathDroids
7064,Voltron Robotics
7067,Team Streak
7068,Mechanical Masterminds
7072,O.G.R.E. (Opelika's Greatest Robotics Engineers)
7077,Sundevils' Fire
7085,Paranoid Androids
7086,IOROBOT
7088,Robodogs
7091,Atlas Orbis
7094,Alpha Omega
7102,PrepaTec - Daedalus
7103,Robo Remedy @ Mantiowoc Lutheran High School
7104,Benedictine Military School Bot Brothers
7106,MPV StingerBots
7109,Clare Chaos Theory
7110,Heights Bytes
7111,RAD Robotics
7112,EverGreen
7115,Red Lion Bots
7117,Robotic Dragons
7119,Sunset RoboBison
7121,Keller Fusion Robotics
7125,Tigerbotics
7127,LongMetal
7128,XLR8
7130,Future Shock
7135,System Reset
7136,Thistletown Scot Bots
7137,Project 212
7138,Wing It
7145,Robocanes
7153,Aetos Dios (Eagles of Zeus)
7154,TheROK
7155,The Robotic Rangers
7157,ŒºBotics
7160,Ludington O-Bots
7161,LeopardBots - Pe√±oles
7163,A.I. Metal Pies
7165,Perkins Pirates
7166,Red Thunder Robotics
7167,Spectrum ThunderBots
7173,Garibaldi Robotics
7174,Charger Robotics
7177,Amal tayibe
7178,Yeti
7183,WAR Club
7185,TartanBots
7188,SaddleBots
7190,Vancouver Rainstorms
7191,ABT Gators
7192,Blue Thunderneers
7193,Invictus
7195,Twin River Robotics
7196,Tech Tigers
7197,Mountie MegaBots
7198,TL Fearsome Gears
7200,Banting Memorial high school
7201,Crobotics
7202,Cyber Orioles
7203,21st Century Cyber Bearcats
7208,CMA Voyagers
7209,Titanium Trojans (Homer Robotics Club)
7210,RoboJackets  7210
7211,Hollywood
7214,Tiger-OPS Robotics
7220,Steel Falcons
7221,Viking Robotics
7224,RoboDrakens
7225,Mechatronic Mustangs
7226,Error 404
7230,Mythic Mechanix
7232,Pharaohs
7235,Red Lake Ogichidaag
7237,UniBots
7243,Robo-Lobo-Bellos
7244,Huskies Robotics
7245,Lionbots Robotics
7247,Error 404
7248,Tactical Hams
7250,OsCODEa 0w|5
7254,Knowmads
7255,Mechanical Mettle
7256,Irish Robotics
7257,Semiconductors
7258,Robolobos - Hiawatha Collegiate
7270,The Bandits
7271,Hanger 84 Robotics
7272,Envirobots
7273,ZooM 7273
7274,Brashear Bulls Robotics
7285,Be≈üikta≈ü Rsports
7287,Esquimalt Atom Smashers
7288,NOMMA D3V1LB0TS
7289,Blue Eagles
7292,CORUM ROBOTƒ∞CS TEAM(Hƒ∞Tƒ∞T ANGELS - √áOROBOT)
7296,TeRoBoT
7298,TULPAR TEKNOLOJƒ∞ TAKIMI
7309,Green Lightning
7311,Boring Robots
7312,T3
7314,Tornadoes
7318,Nanuet Knightronz
7319,1UP
7321,√Åguila Rob√≥tica
7323,TriTron
7327,Metal Jackets
7332,Vancouver Puddle Jumpers
7401,DevTech117
7403,Lightning Blue Lizards
7407,Wired Boars
7413,Plus Ultra
7414,RetroRobotics
7415,Jaguar Robotics
7417,Bionic Bombers
7418,Channelview TechnoFalcons
7419,QLS Tech Support
7421,PrepaTec - OVERTURE
7422,WildBots
7423,GrizzBot
7424,Sin City Robotics
7425,Green Valley Robotics
7426,PAIR OF DICE ROBOTICS
7428,Gigawatts
7429,Convergence
7430,System Overload
7431,Wingspan
7433,Iona Fusion
7436,8-Bit Miners
7439,QUBIT
7442,Jaguar Robotics
7443,Jag-Wires
7444,Moon Star Robotics
7446,S.E.A. Monsters
7447,R≈çnin Robotics
7451,AvengerRobotics
7452,Dupo Tigers
7454,Huskies on Hogs
7457,suPURDUEper Robotics
7458,Senior Robotics Team
7459,Taubatexas Robotics
7460,Avi and Friends
7461,Sushi Squad
7464,ORION
7466,Cymurghs
7470,iRAMBOTS with NASA
7471,Robo Montagnards
7472,R2 Jesu Robotics
7474,JXN UNITED
7475,WIRED Team 7475
7476,Aureus
7477,Giddy GOATS
7479,Cardinals Robotics Team
7480,Machine Mavericks
7483,Mechanically Challenged
7485,Mo Co Robo
7491,Cyber Soldiers
7492,CavBots
7496,Robo Indians
7497,MARAHO
7500,MARAUDERS
7501,Golden Gears
7503,Radicubs
7504,CyBearBots
7506,WILDCARDS
7509,Brainstorm Robotics
7514,EVE Robotics
7515,Dark Side Robotics
7516,Louisville Centrons
7520,Team MineKee
7521,ULTIMATE Robotics
7522,Make 1 Robot
7525,Pioneers
7528,Nuts and Bolts
7530,Brotherhood of Steel
7531,Servos Strike Back
7534,Dragonflies
7535,Purple Poison
7536,ANKA ROBOTICS
7538,Metal Mountain
7539,Elev8
7540,Timberwolf Robotics
7541,Maple River Robotics
7544,IZMIR ROBOTIK
7546,Prepa Tec - MinerZ
7551,Extreme Mechanism
7553,OSTC -  SWEET BOTS
7558,ALT-F4
7560,Meteor Bots
7561,Blue Flamingos
7563,SESI SENAI MEGAZORD
7565,SESI SENAI ROBONATICOS
7567,SESI SENAI OCTOPUS
7570,New Tech
7575,Stark Robotics
7576,FMWill
7577,VELABOTS - Pe√±oles
7578,Quantum Misfits
7583,Embers
7587,Metuchen Momentum
7589,Lishan Blue Magpie
7597,Team HorsePowered
7598,SCA Constellations
7602,Spartronics
7603,VESPA ROBOTICS #7603 - Bill Hogarth Secondary School
7605,ASTRO
7607,The Blackbirds
7611,AMAL HAWKS
7616,Cerberus
7617,RoboBlazers
7619,illumiBOTi
7621,Iron Rangers
7623,Morebotics
7627,Bearcat Robotics
7632,An Kang Robotics Maker
7634,New Hawks
7636,Robomania
7645,NK MTC
7652,MiamiBeachBots
7653,Minebots - Fresnillo PLC
7654,Robot In Box
7656,MC Hammers
7657,ThunderBots
7658,MagiTech
7659,HNMCS Robotics
7660,The Byting Irish
7661,IllumiNautili
7662,3RingCircuits
7667,OtterBots
7668,GatorBots
7669,Techno R4v7ns - Pe√±oles
7671,Fire Hazard
7672,SCORPIONS
7673,Formosan Sika
7674,RaiderBots
7676,THS RoboDogs
7677,Bodacious Bulldogs
7682,FUSION ROBOTICS
7683,Harmonia
7686,Acabots
7687,Corcebots - Pe√±oles
7688,Creekside Robotics
7690,Ironworks Robotics
7691,TSA All Stars
7692,Beach Bums  7692
7694,THE IRON LIONS
7700,West Tech Paladins
7703,RoboBears
7709,Formosa Pangolin
7712,ACCN UMOJA
7713,"The Sons & Daughters of Ivaldi, Norse-code"
7715,Robo-Banditos
7716,JLW Formula 01
7717,Steam Punks
7718,HVPA Dragons
7719,Java Knights
7722,Resurrection MechaPhoenix
7724,Molokai Robotics
7725,PrepaTec - NUTS & VOLTS
7729,RAMs
7730,uNReal
7737,RaptorBotics
7742,Cosmos Robot Works
7744,Wild Cards
7747,Hancock High Tech
7748,TECHTOLIA ROBOTICS
7750,Alpine Robo-Bucks
7755,Phantom Circuits
7757,Atomic Dishwashers
7758,MEVOLUTION
7759,Bulldog Bytes
7760,PomTech
7762,AutoPilots
7763,Carrborobotics
7768,The Automatons
7769,The CREW
7770,Infinite Voltage
7772,The Lucky 7's
7777,Septobots
7781,Port Moody Robotics
7782,Wolverine Circuit Breakers
7784,Vassar Voltage
7787,Reynolds Reybots
7790,Baywatch Robotics
7794,Marion Eagle Engineers
7795,Norse Code
7796,Breaker Robotics
7797,Cloquet's RipSaw Robotics
7808,Dragoneers
7809,Valhalla Nation
7810,Eagle Robotics
7811,Flamin' Hot Tigers
7813,New Haven Rockets Robotics
7814,River Valley Gearheads
7818,Williamston High School
7822,Generals Robotics
7823,Double Negative
7826,Marquette Zetabotics
7833,FALCONS
7840,EMONER ROBOTICS
7845,8BIT
7848,WI-FIghterz
7849,Da Vinci's Creation
7850,C.A.R.D.S.
7855,Chronic Robophobia
7856,UPAD  Fusion
7858,Warriors
7864,North Woods Robotics
7869,The Fun Gang
7880,Rancho RAMBOTS
7885,Spinning Dragons
7886,Cadet Robotics
7890,SeQuEnCe
7893,Maple Lake High School
7895,Trobots
7900,Trial N' Terror
7902,Markham FireBirds
7903,Rochester Prep
7906,Underdogs
7907,Spartan Robotics
7911,Belding Scrapcat Robotics
7913,"""Bear""ly Functioning"
7915,Ripon Robotics
8005,Mega MeadowBots
8006,The Phantoms
8011,Guangzhou Wayi
8012,APEX Robotics
8013,Boston Lions
8015,The Cheetahs
8016,Eco Robotics
8019,Patriot Engineering
8020,CyberpunK
8021,Panther Robotics
8022,Raging Hawk Robotics
8023,LRTC Androscoggin Argonauts
8024,Sparta Robotans
8029,Steel Bronco Robotics
8030,Scrapbots
8032,Redshift
8033,Highlander Robotics
8037,VW Cougar Robotics
8041,Lake City Ultrabots
8042,Fenrir
8044,Denham Venom
8045,CVHS First Robotics: The Wallace Dynasty
8046,LakerBots
8048,East Palo Alto Churrobots
8051,TinkRex
8054,FLARE
8056,ENSƒ∞A Youth - Laissez Faire
8057,All Wired Up
8058,IEL ROBOTICS
8060,Command B
8064,Imperial Watch
8066,WOLF ARMY ROBOTICS
8067,Alpha Lab
8069,Super Hornets
8070,CyberGriffins
8071,R3-D3 Mersin
8075,CyberTigers
8077,Delmar Robotics Engineers At MADE (DREAM)
8079,River Robotics Team
8080,Sequoyah Robotics
8081,UMEI Lightning Robotics
8084,ALFA ROBOTICS
8085,MOJO
8086,Robo Warriors
8087,Cougar Pride Robotics
8088,Bionic Panthers
8089,Rockway Robotics
8090,Mavnesium
8091,The Condors
8092,Greatest Of All Times
8096,Cache Money
8100,Grayson Robotics
8103,Knight Robotics
8104,Squid Worx Robotics
8105,Apollo Black Cat - Pe√±oles
8112,Cyclotrons
8114,Rocketeers
8115,Platinum Peacocks
8116,Hatchet Robotics
8117,The Easton RoboRovers
8118,Gearing With Grace
8119,TigerBotics
8122,Mechanical Mustaches
8124,BearBots
8126,Control Freaks
8130,Cerberus Cortex
8132,Sysmik
8136,STEAMLes
8137,Byting Bulldogs
8140,RoboManiacs
8144,Red Chair Robotics
8145,Tech Warriors
8146,Albatros OSTIMTECH
8151,Wildfire
8152,Escouade
8153,Tech4Peace
8158,Bosphorus Robotics
8159,Golden Horn
8166,INTECHNE
8167,Cognatives
8169,Kangshan Super Steel Robot
8173,Brighton College Gear Zero
8174,BityBots 8174
8175,Piece of Mind
8177,Vector
8179,Robo Falcons
8182,Loth Robotics
8188,Grand Force
8191,STEAMBar
8193,The Steel Stingers FRC
8197,Air Tigers
8205,Mind Over Metal
8209,SEZMECH
8214,Cyber Unicorn
8220,Space Tigers
8222,The Argonauts
8223,Mariners
8230,KoiBots
8234,Panthinators
8240,Atat√ºrk Robotics
8243,AstroCircuits
8248,ChainLynx
8255,Robodogs
8256,Prepa Tecmilenio - ARMY ROBOT TECHNOLOGY
8261,PROGRESSUS
8262,Jump Robotics
8263,Robin
8264,ATA ROBOTICS
8266,Owlbot - Pe√±oles
8267,Riptide Robotics 8267
8268,Ashley Bears
8276,ETECHNOLOGY#8276
8280,K9.0 Robotics
8285,Bionic Bulldogs
8286,Farwell Robotics
8290,Jaegers60 - Pe√±oles
8291,Yellow Experience Bateil - Pe√±oles
8292,Mechanical Menaces
8293,Prepa Tecmilenio - Startech
8297,WIHI Robo Wolves
8298,Mighty Morphing Banana Slugs
8300,Lumen Christi Titans
8302,Ni-Tro
8303,G0LDEN_GAT0RS
8304,Robot MaSTrs
8308,GFLRobotics
8314,The Roar
8324,MECO Robotics
8325,Botcats
8326,GDS Mighty Hoppers
8331,Carson Graham Secondary
8334,Titan Robotics
8338,Boucherie Bears Robotics
8339,Penticton Robotics
8346,Brooklyn STEAM Machine
8349,Newbotics
8352,Code Gold
8362,Circuit Breakers
8364,Rising Stars Academy - Nebulas
8369,Coyotech Robotics
8370,Glow With The Flow
8372,HCN Storm
8373,The Flying Octopi: 8373 R.R.T.
8374,Bongo Bots
8382,The Pebbles-Robotics of Kingsford
8385,Metal Madness
8386,Th3_IRON_G0@+$
8387,The Thingy Thing Team
8392,Mac Attack
8393,The Giant Diencephalic BrainSTEM Robotics Team
8397,Mission Control Robotics
8404,SKYWALKERS
8408,Kiss Kats
8410,Oyster River Overdrive 8410
8422,Husky Howlers
8423,Next Express
8424,Tractor Technicians Next Gen
8426,Automated Amphibians
8427,Robo Ravens
8429,Valence Robotics
8500,TNT Robotics
8503,Raid One
8507,Jagwire Robotics
8512,Manzano Monarchs
8513,Sisters 1st
8514,Junior Squirrels
8515,Photon
8516,Wired Up
8517,E-Ville Bounty Hunters
8519,Iron Eagles
8521,CyberLions
8522,SHS - Robos
8528,AstroChimps
8531,TermiKnightors
8532,Classified
8533,Rancho Reapers
8537,MechanicAnts
8544,Reinforcement
8546,\n
8550,The Jackson Alliance
8551,RoNex Sponsored by NASA
8556,Lion Robotics
8557,ConquEra
8558,Prepa Tecmilenio Digital Golden Hawks
8561,Cartesian Robotics
8564,Disco Ducks
8567,Wellesley Robotics - Team Ultraviolet
8570,Binary-Bolts
8573,Rogue-Rangers LEGACY
8574,Audeamus
8575,The Due Westerners
8576,Golden Warriors Robotics
8577,Georgia Cyber Academy Champions
8581,PizzaByte Robotics
8585,Bombax Leopard
8586,Firebirds Robotics
8588,Tech Devils
8590,CAVBOTICS
8591,Angels
8592,Newton Squared
8595,This Is How We Play
8598,Electro-Knights
8600,Kernel Panic
8602,STEAMCo Yumbo
8604,Alpha Centauri
8608,Alpha Bots
8610,Lanier Voks
8611,Cyber Patriots
8612,Squires Robotics
8615,SAZANKA Robotics
8622,The CyBirds
8623,Michigan FC
8624,Droidex
8625,MHS Eagles
8626,Cyber Sailors
8628,Newark School of Global Studies
8630,CAP ROBOTICS
8634,BOOTSTRAPS!
8700,W.I.R.E.D
8701,GRAFFITI
8704,LCMR
8705,Sci Tech FRC
8706,Malcolm X Shabazz Bulldogs
8707,The Newark Circuit Breakers
8708,Ov3r1y K0mp13x
8709,Pathfinder Tech
8711,The Midnight Ostrich Runners
8713,Nordonia Knights
8714,Robo Griffins'
8717,Cyber Vipers
8718,Tigerbotics
8719,Oakville Dynamics
8720,Desert Shields Robotics Team
8721,DAIS NAID 8721
8724,Mayhem
8725,MistyPanther
8726,CryptoHawks
8727,Glitch 2.0
8728,Argonauts
8729,Sparkling H2O
8731,Wild WYRE
8732,Trinity Force
8734,Prepa Tecmilenio - BATS
8736,The Mechanisms
8737,Rocket Rampage
8738,Slice
8739,Redhawk Robotics
8740,Prepa Tecmilenio - Quantum Force
8741,Prepa Tecmilenio - Raccoons
8742,Argyll Attack
8743,SYNTAX Robotics
8744,Leviathans
8746,Knights
8747,BLACK SEA'S WARRIORS
8748,Prepa Tecmilenio- DEROS
8749,Farmersville  Robotics
8750,Tarpontron1cs
8751,Miramonte Robotics Team
8752,STEAMCo Valle del Cauca
8753,Spectre
8754,Meister Robotics
8756,Magic Valley Logic Control Sponsored by NASA
8757,GeodeBots
8758,Tar-Robo Turtles
8759,ARPEX
8760,SOUND OF DIDYMA 1
8761,Tiger8761
8762,Anemurium Robotics Team
8764,Thunder Robotics
8765,Parallel Units
8766,Panther Robotics
8767,Dark Horse Robotics
8768,CTEC Titans
8769,G.O.R.T.s
8770,CC Robotics
8771,PioTech
8772,Culinary Processing Unit
8773,Robo Rams1
8774,REST Robotics
8775,Creekside
8777,SafranTech
8778,HSUwerx
8780,TED ROBOTICS
8782,TroBotics
8783,Apeiron
8784,HEVSEL
8785,AGAT ROBOTƒ∞CS
8787,Mavericks
8788,Special Forces BallistaBots
8789,The Lost 10mm Sockets
8790,Departure
8791,Mighty Patriots
8793,Pumpkin Bots
8795,The Chaotics
8796,MEF Robotics
8798,DAMAS ROBO
8799,IZELMAN ROBOTICS
8800,INDUSTRY ROBOTIC
8802,Milwaukee United
8803,MechaMarines
8804,Cyber Bears
8805,NKST36
8806,Our Lady of Providence Dream League
8808,SWLA Tech Pirates
8810,The Alphabots
8814,BLACKHOLE
8815,Barnstormers
8816,Coyotronics
8817,Buccaneer Robotics
8818,The Foe - Foe Engineering Group
8819,The ARC-TECH BEARS
8821,TVRT-Trojanbots
8822,Lc3 Thunderbirds
8824,Wapello Royalty
8825,Hunting Eagles
8826,Parkway Eagles
8827,Edinburg North Robotics
8828,EAL Robotics
8832,AutoDawgs
8833,Buzz City Robotics
8836,Wayne Enterprises Inc.
8839,Shoshone Robotics
8840,Bay Robotics
8841,RedFins
8844,Flamethrowers
8847,Milwaukee Cyber Cheese
8848,Blu CRU
8849,Storm Robotics
8850,Ed Bears
8852,Drew Robotics
8853,Yukikaze Technology
8856,Lapis Lazuli
8858,Beast from the East
8859,Bora Robotics
8861,06ANGORA
8862,SERCEV ROBOTICS
8863,ANATOLIAN DEAF ETERNALS ROBOTICS
8865,Dacula Droids
8866,Innovation Robotics
8870,RedCards
8871,Saber Dynamics
8872,JJSJF Gwinnett-NSBE Jr. FLL
8873,Rockefeller Robotics
8874,The Cybirds
8878,ArrowBot
8879,REDBird Robotics
8880,Terra Cyborg
8881,Y√ºkselen Intecro Robotics Team
8882,Infinity BR
8884,Knight Owls
8885,Socratic Schematics
8887,West Central Area Knights 21
8888,Flying Lions
8889,Project W
8891,Wild Raccoons
8895,Redwolves Robotics
8896,Wolf Tech Robotics
8898,Royal Rebels Robotics
8899,Eagles
9000,Zebracakes
9001,Delta Force
9002,RoboFalcons - Foothill High School
9003,TuTu Turtles
9004,Obama Academy Eagles Robotics
9005,Avian Robotics - 9005
9006,Crescent Wing Robotics
9007,MIT FRC
9008,G-Force Robotics
9009,KMC Robotics
9010,CrabBots
9011,Orangeburg Robotics
9012,Waffles
9014,Vulcan Mechanics
9015,Questionable Engineering
9016,Syosset Braves Robotics
9018,ElRobotiKO
9019,Ko'olaupoko
9020,Galatasaray Robotics
9021,uSELESScASE
9022,Marion Center Robotics
9023,Future Martians
9024,Callister
9025,Chameleon's Eye
9026,Aero
9027,PATH to Domination
9028,GFORCE
9029,Team NF
9030,MecHack
9031,Warsaw High School
9032,Fellowship of the Whale
9033,Ocebots
9034,The Space Dolphins
9036,Ramen Robotics
9037,HHS Black Ops
9038,SF UNITY
9040,Sunset Robo Knights
9041,Kayseri Robotics
9042,SOARIN
9043,Valkyrie
9044,TeraViks
9045,North Lions SESI/SENAI
9046,SESI SENAI BBTECH
9047,SESI SENAI SC TechMaker Robotics
9048,SESI/SENAI P0t1BOT (Potibot)
9049,SESI SENAI STEAMPUNK MONKEY FRC
9050,Tucanus
9051,G-P Robotics: Symbiosis
9052,B-3 Brandeis Bionic Bulldogs
9053,Prepa Tecmilenio-Tecmiron Hawks
9054,Johnson City Joules
9055,Knights of Katahdin
9056,Kents Hill Huskies 9056
9057,G.I.R.L.
9059,COLTech Robotics
9060,Prepa Tecmilenio - Desert Robotics
9061,Mediapolis
9062,Critical Circuits
9065,Prepa Tecmilenio - SpaceHawks
9066,Cavalo Vendado
9067,The Goonies
9068,The Chargers
9069,WARGAM3S
9070,CELESTIAL
9071,SlicerTech
9072,TigerBots
9073,FAVikings
9074,Roboant
9075,Lunar Robotics
9076,Villaceraptors
9077,The Crown
9079,Mechanic  storm
9080,ENIGMA
9081,Bluetonium
9082,No Limit Robotics
9083,Team Inertia
9084,Octobots
9085,SESI SENAI MEGA HARPY
9086,Wildcat Robotics
9087,steamachines
9088,NASA's Mark Infinity
9089,ACS Phoenix
9090,Powerful Gears
9091,A.W.E.
9092,Ogden Bulldogs Robotics
9093,Veritas Robotics
9094,The Earthquakers
9095,Potentia
9096,Bad Weather
9097,MachBusters FRC
9098,FireHawks
9099,ANKAROB
9100,Robo Roses
9101,HiveMind Robotics
9102,CyborgBulls
9103,Prepa Tecmilenio THUNDERVOLTS
9105,TechnoTalons
9106,the Spires
9110,Atomiic
9111,Warriors of Hephaestus
9112,RoboRavens
9113,Bulldog Robotics 2022
9114,Rotationaries
9116,The Canucks & Bolts
9118,Pb-ers Laguna - Pe√±oles
9119,Iron Legends
9120,Silverbot - Fresnillo PLC
9121,Wild W.E.S.T.
9124,GESTO ROBOTIC TEAM
9125,Mechanical Magicians
9126,Silver Hawks
9127,Lioneers
9128,ITKAN Robotics
9132,Basaksehir Teknoloji Takƒ±mƒ±
9134,Tecmilenio - DEVOLT
9135,STEAMSur
9136,Rampage
9137,Bionic Vipers
9138,Robo Hawks
9139,Reserve Robotics
9140,The Robobots
9142,TechM8
9143,Armor Robotics
9144,Helix
9145,Equinox
9146,Backburners
9147,The Joebots
9148,Atlas
9149,RoboCats
9150,Labyrinth Robotics
9151,RoboLynx
9152,RatFight9152
9153,Bearcat Robotics
9155,New Tech Kraken
9156,Trojan Robotics
9157,MNSTEM Iconic Polars
9158,AieaBots
9159,SHAGO ROBOTICS TEAM
9160,YAL THUNDERS
9162,ALL MIGHT
9163,HYDRA
9164,Tech Vikings
9165,Starbots FRC
9166,TecRobot
9168,AGROBOT
9169,AGROTECH
9170,Angels of God
9172,Robo-sharks
9174,ANTIOCH
9175,BrainMachine-FRC
9176,Greenspire Robotics
9177,Spartan Sprockets
9178,Cyber One
9179,Ballou Robotic Knights
9180,GHS Robotics - Ursa Major
9181,PlatyPirates
9182,Tech Tr1be
9183,RoboComets
9184,Zeta
9185,PL ROBOTICS
9187,PUHU ROBOTICS
9188,Pantherbots2
9189,Rowville Roobots
9190,N.E.R.D.S
9191,My Chemical Robots
9193,Kennedy
9194,KSS Robotics
9195,Team ProdiXy
9196,Steel Claw Robotics
9198,Cougar Crazies
9199,SESI SENAI SHARKS
9200,SESI SENAI STARDUST
9201,TEAM FORCE
9202,Silicon Valley Technos
9203,Quake
9204,Hidden Treasures
9205,Technical Marauders1
9206,GRP Titans
9207,Millington Cardinals
9208,Eddies Circuit
9209,Fantastic Falcons
9210,Fighting Falcons
9211,ACCE Actuators
9212,BullDog
9213,TECUANI
9214,Roadstead Montessori High School
9215,T-Town Tech: Tekonsha Robotics
9216,DarienAdvancedRoboticsTeam (D.A.R.T.)
9217,Lansing Learning Hub
9218,Alpha Technology
9219,Nine Tails
9220,Robotique CIV
9221,Ertuƒürul Gazi Anatolian High School Robotic Team
9222,BCCS Eagles
9223,Newaygo Lions
9225,Evart Wildcats
9226,GR Pioneers
9227,Gladwin Flying G's
9228,The Cougar Coders
9229,Fapatech Lab
9231,Haydarpasa Panthers
9232,IBBTECH
9233,Luminous
9234,Les Aigles d'or
9235,ThunderBolts
9236,Taft Greyhounds
9237,Swartz Creek Dragonators
9238,ROBOREDS
9239,Panthers robotics
9240,Hydra
9241,EV ROBOTICS
9242,Hamady Hawks
9243,Maniac Robotics
9244,STEAMBel
9245,Laker
9246,Fulton High School
9247,Saintech Robotics
9248,Orchard View Cardinals
9249,Copper Mountain Cats
9250,Demeter
9251,Spartan Robotics
9252,Wingspan
9253,Prometheus
9255,Botmasterz
9257,Bots of Another Color
9258,The Warriors
9259,WAATBOTS
9260,Built4Bibb Robotics
9261,Under Pressure
9262,Humberside Huskies 1
9263,ALD Lions
9264,HUNTERS
9265,KOSOVA
9266,Walled Lake Northern Knights
9268,Phoenix of Three Rivers Academy
9269,IGNITE Pathways Robotics
9270,Crowe
9271,Cyber Porpoises
9272,SHSS Robotics Team
9274,Cyphersis
9276,Mechanical Panthers
9277,Sparkans
9278,Omegatrons
9279,Electrical Mayhem
9280,PrepaTec - High Altitude Robotics
9281,FaroTech
9282,PrepaTec- SINAVOLT
9284,eduwizards
9286,The Oaker Association
9287,Bonanza HS
9289,Vikings
9292,Zen Maker Robotics - Shipyards
9293,Caffeinated
9295,Harlem Rails
9296,HTHS Titans (Placeholder till team makes)
9297,Topsail Pirates
9298,Greeni3s
9299,R0b0t B0bcats
9300,Olympians
9301,PrepaTec Chihuahua- MechRams
9302,Northstar
9303,PORTAL
9304,legend's
9305,Mont
9307,Spicy Chihuahuas
9309,Eleanor McMain
9311,Warhorse Robotics
9312,NERD Spark
9313,ROBOhana
9314,Middleton Highschool Robotics Team
9315,Coding Comets
9316,CUB-ATRONICS
